District,S.No.,Parameters,Type,April - Total [(A+B) or (C+D)],April - Public [A],April - Private [B],April - Urban [C],April - Rural [D],May - Total [(A+B) or (C+D)],May - Public [A],May - Private [B],May - Urban [C],May - Rural [D],June - Total [(A+B) or (C+D)],June - Public [A],June - Private [B],June - Urban [C],June - Rural [D],July - Total [(A+B) or (C+D)],July - Public [A],July - Private [B],July - Urban [C],July - Rural [D],August - Total [(A+B) or (C+D)],August - Public [A],August - Private [B],August - Urban [C],August - Rural [D],September - Total [(A+B) or (C+D)],September - Public [A],September - Private [B],September - Urban [C],September - Rural [D],October - Total [(A+B) or (C+D)],October - Public [A],October - Private [B],October - Urban [C],October - Rural [D],November - Total [(A+B) or (C+D)],November - Public [A],November - Private [B],November - Urban [C],November - Rural [D],December - Total [(A+B) or (C+D)],December - Public [A],December - Private [B],December - Urban [C],December - Rural [D],January - Total [(A+B) or (C+D)],January - Public [A],January - Private [B],January - Urban [C],January - Rural [D],February - Total [(A+B) or (C+D)],February - Public [A],February - Private [B],February - Urban [C],February - Rural [D],March - Total [(A+B) or (C+D)],March - Public [A],March - Private [B],March - Urban [C],March - Rural [D],Total - Total [(A+B) or (C+D)],Total - Public [A],Total - Private [B],Total - Urban [C],Total - Rural [D]
Saraikela,'17.4',Vaccine - TT,1. Balance From Previous Month,20,NA,NA,NA,NA,50,NA,NA,NA,NA,3100,NA,NA,NA,NA,8000,NA,NA,NA,NA,7800,NA,NA,NA,NA,14600,NA,NA,NA,NA,14700,NA,NA,NA,NA,15500,NA,NA,NA,NA,13300,NA,NA,NA,NA,12300,NA,NA,NA,NA,11900,NA,NA,NA,NA,9700,NA,NA,NA,NA,110970,NA,NA,NA,NA
Saraikela,17.4',Vaccine - TT,2. Stocks Received,7000,NA,NA,NA,NA,1000,NA,NA,NA,NA,8000,NA,NA,NA,NA,8000,NA,NA,NA,NA,8000,NA,NA,NA,NA,6000,NA,NA,NA,NA,5000,NA,NA,NA,NA,2000,NA,NA,NA,NA,2000,NA,NA,NA,NA,4000,NA,NA,NA,NA,3000,NA,NA,NA,NA,0,NA,NA,NA,NA,54000,NA,NA,NA,NA
Saraikela,17.4',Vaccine - TT,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.4',Vaccine - TT,4. Stock Distributed,6970,NA,NA,NA,NA,1000,NA,NA,NA,NA,3100,NA,NA,NA,NA,8200,NA,NA,NA,NA,1200,NA,NA,NA,NA,5900,NA,NA,NA,NA,4200,NA,NA,NA,NA,4200,NA,NA,NA,NA,3000,NA,NA,NA,NA,4400,NA,NA,NA,NA,5200,NA,NA,NA,NA,0,NA,NA,NA,NA,47370,NA,NA,NA,NA
Saraikela,17.4',Vaccine - TT,5. Total Stock,50,NA,NA,NA,NA,50,NA,NA,NA,NA,8000,NA,NA,NA,NA,7800,NA,NA,NA,NA,14600,NA,NA,NA,NA,14700,NA,NA,NA,NA,15500,NA,NA,NA,NA,13300,NA,NA,NA,NA,12300,NA,NA,NA,NA,11900,NA,NA,NA,NA,9700,NA,NA,NA,NA,9700,NA,NA,NA,NA,117600,NA,NA,NA,NA
Saraikela,'17.5',Vaccine - DT,1. Balance From Previous Month,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.5',Vaccine - DT,2. Stocks Received,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.5',Vaccine - DT,3. Unusable Stock,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.5',Vaccine - DT,4. Stock Distributed,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.5',Vaccine - DT,5. Total Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,'17.6',Vaccine - BCG,1. Balance From Previous Month,10200,NA,NA,NA,NA,9200,NA,NA,NA,NA,9900,NA,NA,NA,NA,12500,NA,NA,NA,NA,11150,NA,NA,NA,NA,14300,NA,NA,NA,NA,13700,NA,NA,NA,NA,15200,NA,NA,NA,NA,15300,NA,NA,NA,NA,14800,NA,NA,NA,NA,14700,NA,NA,NA,NA,14700,NA,NA,NA,NA,155650,NA,NA,NA,NA
Saraikela,17.6',Vaccine - BCG,2. Stocks Received,6000,NA,NA,NA,NA,6000,NA,NA,NA,NA,6000,NA,NA,NA,NA,6000,NA,NA,NA,NA,5000,NA,NA,NA,NA,6000,NA,NA,NA,NA,6000,NA,NA,NA,NA,5000,NA,NA,NA,NA,5000,NA,NA,NA,NA,5000,NA,NA,NA,NA,5000,NA,NA,NA,NA,0,NA,NA,NA,NA,61000,NA,NA,NA,NA
Saraikela,17.6',Vaccine - BCG,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.6',Vaccine - BCG,4. Stock Distributed,7000,NA,NA,NA,NA,5300,NA,NA,NA,NA,3400,NA,NA,NA,NA,350,NA,NA,NA,NA,1850,NA,NA,NA,NA,6600,NA,NA,NA,NA,4500,NA,NA,NA,NA,4900,NA,NA,NA,NA,5500,NA,NA,NA,NA,5100,NA,NA,NA,NA,5500,NA,NA,NA,NA,500,NA,NA,NA,NA,50500,NA,NA,NA,NA
Saraikela,17.6',Vaccine - BCG,5. Total Stock,9200,NA,NA,NA,NA,9900,NA,NA,NA,NA,12500,NA,NA,NA,NA,18150,NA,NA,NA,NA,14300,NA,NA,NA,NA,13700,NA,NA,NA,NA,15200,NA,NA,NA,NA,15300,NA,NA,NA,NA,14800,NA,NA,NA,NA,14700,NA,NA,NA,NA,14200,NA,NA,NA,NA,14200,NA,NA,NA,NA,166150,NA,NA,NA,NA
Saraikela,'17.7',Vaccine - Measles,1. Balance From Previous Month,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.7',Vaccine - Measles,2. Stocks Received,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.7',Vaccine - Measles,3. Unusable Stock,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.7',Vaccine - Measles,4. Stock Distributed,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.7',Vaccine - Measles,5. Total Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,'17.8',Vaccine - JE,1. Balance From Previous Month,100,NA,NA,NA,NA,900,NA,NA,NA,NA,100,NA,NA,NA,NA,1200,NA,NA,NA,NA,2500,NA,NA,NA,NA,6500,NA,NA,NA,NA,1000,NA,NA,NA,NA,5100,NA,NA,NA,NA,8600,NA,NA,NA,NA,10000,NA,NA,NA,NA,9900,NA,NA,NA,NA,12300,NA,NA,NA,NA,58200,NA,NA,NA,NA
Saraikela,17.8',Vaccine - JE,2. Stocks Received,5000,NA,NA,NA,NA,0,NA,NA,NA,NA,10000,NA,NA,NA,NA,10000,NA,NA,NA,NA,9000,NA,NA,NA,NA,0,NA,NA,NA,NA,12000,NA,NA,NA,NA,10000,NA,NA,NA,NA,9000,NA,NA,NA,NA,8000,NA,NA,NA,NA,9000,NA,NA,NA,NA,0,NA,NA,NA,NA,82000,NA,NA,NA,NA
Saraikela,17.8',Vaccine - JE,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.8',Vaccine - JE,4. Stock Distributed,4200,NA,NA,NA,NA,800,NA,NA,NA,NA,8900,NA,NA,NA,NA,8700,NA,NA,NA,NA,500,NA,NA,NA,NA,5500,NA,NA,NA,NA,7900,NA,NA,NA,NA,6500,NA,NA,NA,NA,7600,NA,NA,NA,NA,8100,NA,NA,NA,NA,6600,NA,NA,NA,NA,1250,NA,NA,NA,NA,66550,NA,NA,NA,NA
Saraikela,17.8',Vaccine - JE,5. Total Stock,900,NA,NA,NA,NA,100,NA,NA,NA,NA,1200,NA,NA,NA,NA,2500,NA,NA,NA,NA,11000,NA,NA,NA,NA,1000,NA,NA,NA,NA,5100,NA,NA,NA,NA,8600,NA,NA,NA,NA,10000,NA,NA,NA,NA,9900,NA,NA,NA,NA,12300,NA,NA,NA,NA,11050,NA,NA,NA,NA,73650,NA,NA,NA,NA
Saraikela,'17.9',Vaccine - Hepatitis B,1. Balance From Previous Month,20,NA,NA,NA,NA,1400,NA,NA,NA,NA,4350,NA,NA,NA,NA,6600,NA,NA,NA,NA,4600,NA,NA,NA,NA,4050,NA,NA,NA,NA,5300,NA,NA,NA,NA,5700,NA,NA,NA,NA,4400,NA,NA,NA,NA,3750,NA,NA,NA,NA,4300,NA,NA,NA,NA,4900,NA,NA,NA,NA,49370,NA,NA,NA,NA
Saraikela,17.9',Vaccine - Hepatitis B,2. Stocks Received,4000,NA,NA,NA,NA,4000,NA,NA,NA,NA,3000,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2000,NA,NA,NA,NA,1000,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1500,NA,NA,NA,NA,1000,NA,NA,NA,NA,0,NA,NA,NA,NA,16500,NA,NA,NA,NA
Saraikela,17.9',Vaccine - Hepatitis B,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.9',Vaccine - Hepatitis B,4. Stock Distributed,2620,NA,NA,NA,NA,750,NA,NA,NA,NA,750,NA,NA,NA,NA,2000,NA,NA,NA,NA,550,NA,NA,NA,NA,750,NA,NA,NA,NA,600,NA,NA,NA,NA,1300,NA,NA,NA,NA,650,NA,NA,NA,NA,950,NA,NA,NA,NA,400,NA,NA,NA,NA,300,NA,NA,NA,NA,11620,NA,NA,NA,NA
Saraikela,17.9',Vaccine - Hepatitis B,5. Total Stock,1400,NA,NA,NA,NA,4650,NA,NA,NA,NA,6600,NA,NA,NA,NA,4600,NA,NA,NA,NA,4050,NA,NA,NA,NA,5300,NA,NA,NA,NA,5700,NA,NA,NA,NA,4400,NA,NA,NA,NA,3750,NA,NA,NA,NA,4800,NA,NA,NA,NA,4900,NA,NA,NA,NA,4600,NA,NA,NA,NA,54750,NA,NA,NA,NA
Saraikela,'17.10',Vaccine - Typhoid,1. Balance From Previous Month,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.10',Vaccine - Typhoid,2. Stocks Received,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.10',Vaccine - Typhoid,3. Unusable Stock,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.10',Vaccine - Typhoid,4. Stock Distributed,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.10',Vaccine - Typhoid,5. Total Stock,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,'17.11',Vaccine - Vitamin K,1. Balance From Previous Month,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.11',Vaccine - Vitamin K,2. Stocks Received,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.11',Vaccine - Vitamin K,3. Unusable Stock,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.11',Vaccine - Vitamin K,4. Stock Distributed,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.11',Vaccine - Vitamin K,5. Total Stock,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,'17.12',Rotavirus,1. Balance From Previous Month,1400,NA,NA,NA,NA,2600,NA,NA,NA,NA,3100,NA,NA,NA,NA,4400,NA,NA,NA,NA,1400,NA,NA,NA,NA,5900,NA,NA,NA,NA,6600,NA,NA,NA,NA,6700,NA,NA,NA,NA,8000,NA,NA,NA,NA,9400,NA,NA,NA,NA,10100,NA,NA,NA,NA,10000,NA,NA,NA,NA,69600,NA,NA,NA,NA
Saraikela,17.12',Rotavirus,2. Stocks Received,11200,NA,NA,NA,NA,7200,NA,NA,NA,NA,4800,NA,NA,NA,NA,4800,NA,NA,NA,NA,7200,NA,NA,NA,NA,9600,NA,NA,NA,NA,7200,NA,NA,NA,NA,7200,NA,NA,NA,NA,7200,NA,NA,NA,NA,7200,NA,NA,NA,NA,7200,NA,NA,NA,NA,0,NA,NA,NA,NA,80800,NA,NA,NA,NA
Saraikela,17.12',Rotavirus,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.12',Rotavirus,4. Stock Distributed,10000,NA,NA,NA,NA,6700,NA,NA,NA,NA,3500,NA,NA,NA,NA,7800,NA,NA,NA,NA,2700,NA,NA,NA,NA,8900,NA,NA,NA,NA,7100,NA,NA,NA,NA,5900,NA,NA,NA,NA,5800,NA,NA,NA,NA,6500,NA,NA,NA,NA,7300,NA,NA,NA,NA,1000,NA,NA,NA,NA,73200,NA,NA,NA,NA
Saraikela,17.12',Rotavirus,5. Total Stock,2600,NA,NA,NA,NA,3100,NA,NA,NA,NA,4400,NA,NA,NA,NA,1400,NA,NA,NA,NA,5900,NA,NA,NA,NA,6600,NA,NA,NA,NA,6700,NA,NA,NA,NA,8000,NA,NA,NA,NA,9400,NA,NA,NA,NA,10100,NA,NA,NA,NA,10000,NA,NA,NA,NA,9000,NA,NA,NA,NA,77200,NA,NA,NA,NA
Saraikela,'17.13',Inactivated Polio Vaccine,1. Balance From Previous Month,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,600,NA,NA,NA,NA,2250,NA,NA,NA,NA,2900,NA,NA,NA,NA,7400,NA,NA,NA,NA,5500,NA,NA,NA,NA,7400,NA,NA,NA,NA,8700,NA,NA,NA,NA,8200,NA,NA,NA,NA,8500,NA,NA,NA,NA,9500,NA,NA,NA,NA,60950,NA,NA,NA,NA
Saraikela,17.13',Inactivated Polio Vaccine,2. Stocks Received,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,7000,NA,NA,NA,NA,8000,NA,NA,NA,NA,8000,NA,NA,NA,NA,7000,NA,NA,NA,NA,8000,NA,NA,NA,NA,8000,NA,NA,NA,NA,6000,NA,NA,NA,NA,7500,NA,NA,NA,NA,8000,NA,NA,NA,NA,0,NA,NA,NA,NA,67500,NA,NA,NA,NA
Saraikela,17.13',Inactivated Polio Vaccine,3. Unusable Stock,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.13',Inactivated Polio Vaccine,4. Stock Distributed,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5350,NA,NA,NA,NA,7350,NA,NA,NA,NA,3000,NA,NA,NA,NA,8900,NA,NA,NA,NA,6100,NA,NA,NA,NA,6700,NA,NA,NA,NA,6500,NA,NA,NA,NA,7200,NA,NA,NA,NA,7000,NA,NA,NA,NA,1000,NA,NA,NA,NA,59100,NA,NA,NA,NA
Saraikela,17.13',Inactivated Polio Vaccine,5. Total Stock,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2250,NA,NA,NA,NA,2900,NA,NA,NA,NA,7900,NA,NA,NA,NA,5500,NA,NA,NA,NA,7400,NA,NA,NA,NA,8700,NA,NA,NA,NA,8200,NA,NA,NA,NA,8500,NA,NA,NA,NA,9500,NA,NA,NA,NA,8500,NA,NA,NA,NA,69350,NA,NA,NA,NA
Saraikela,'17.14',Measles Rubella (MR),1. Balance From Previous Month,100,NA,NA,NA,NA,1600,NA,NA,NA,NA,100,NA,NA,NA,NA,500,NA,NA,NA,NA,700,NA,NA,NA,NA,3800,NA,NA,NA,NA,4700,NA,NA,NA,NA,4600,NA,NA,NA,NA,5150,NA,NA,NA,NA,7200,NA,NA,NA,NA,7200,NA,NA,NA,NA,9550,NA,NA,NA,NA,45200,NA,NA,NA,NA
Saraikela,17.14',Measles Rubella (MR),2. Stocks Received,14000,NA,NA,NA,NA,9000,NA,NA,NA,NA,9000,NA,NA,NA,NA,10000,NA,NA,NA,NA,9000,NA,NA,NA,NA,10000,NA,NA,NA,NA,10000,NA,NA,NA,NA,10000,NA,NA,NA,NA,10000,NA,NA,NA,NA,10000,NA,NA,NA,NA,10000,NA,NA,NA,NA,0,NA,NA,NA,NA,111000,NA,NA,NA,NA
Saraikela,17.14',Measles Rubella (MR),3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,17.14',Measles Rubella (MR),4. Stock Distributed,12500,NA,NA,NA,NA,10100,NA,NA,NA,NA,8600,NA,NA,NA,NA,9800,NA,NA,NA,NA,5900,NA,NA,NA,NA,9100,NA,NA,NA,NA,10100,NA,NA,NA,NA,9450,NA,NA,NA,NA,7950,NA,NA,NA,NA,10000,NA,NA,NA,NA,7650,NA,NA,NA,NA,1550,NA,NA,NA,NA,102700,NA,NA,NA,NA
Saraikela,17.14',Measles Rubella (MR),5. Total Stock,1600,NA,NA,NA,NA,500,NA,NA,NA,NA,500,NA,NA,NA,NA,700,NA,NA,NA,NA,3800,NA,NA,NA,NA,4700,NA,NA,NA,NA,4600,NA,NA,NA,NA,5150,NA,NA,NA,NA,7200,NA,NA,NA,NA,7200,NA,NA,NA,NA,9550,NA,NA,NA,NA,8000,NA,NA,NA,NA,53500,NA,NA,NA,NA
Saraikela,'18.1',IUD 380 A,1. Balance From Previous Month,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,18.1',IUD 380 A,2. Stocks Received,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,18.1',IUD 380 A,3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,18.1',IUD 380 A,4. Stock Distributed,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,18.1',IUD 380 A,5. Total Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Saraikela,'18.2',IUD 375 A,1. Balance From Previous Month,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
